then,2,59,Gaula for a sacrificial feast,saw Aulvir Hnuf Solveig and
saw,2,60,for a sacrificial feast then,Aulvir Hnuf Solveig and courted
Aulvir,2,61,a sacrificial feast then saw,Hnuf Solveig and courted her
Hnuf,2,62,sacrificial feast then saw Aulvir,Solveig and courted her he
Solveig,2,63,feast then saw Aulvir Hnuf,and courted her he afterwards
and,2,64,then saw Aulvir Hnuf Solveig,courted her he afterwards asked
courted,2,65,saw Aulvir Hnuf Solveig and,her he afterwards asked her
her,2,66,Aulvir Hnuf Solveig and courted,he afterwards asked her to
he,2,67,Hnuf Solveig and courted her,afterwards asked her to wife
afterwards,2,68,Solveig and courted her he,asked her to wife But
asked,2,69,and courted her he afterwards,her to wife But the
her,2,70,courted her he afterwards asked,to wife But the earl
to,2,71,her he afterwards asked her,wife But the earl thought
wife,2,72,he afterwards asked her to,But the earl thought him
But,2,73,afterwards asked her to wife,the earl thought him an
the,2,74,asked her to wife But,earl thought him an unequal
earl,2,75,her to wife But the,thought him an unequal match
thought,2,76,to wife But the earl,him an unequal match and
him,2,77,wife But the earl thought,an unequal match and would
an,2,78,But the earl thought him,unequal match and would not
unequal,2,79,the earl thought him an,match and would not give
match,2,80,earl thought him an unequal,and would not give her
and,2,81,thought him an unequal match,would not give her Whereupon
would,2,82,him an unequal match and,not give her Whereupon Aulvir
not,2,83,an unequal match and would,give her Whereupon Aulvir composed
give,2,84,unequal match and would not,her Whereupon Aulvir composed many
her,2,85,match and would not give,Whereupon Aulvir composed many love-songs
Whereupon,2,86,and would not give her,Aulvir composed many love-songs and
Aulvir,2,87,would not give her Whereupon,composed many love-songs and thought
composed,2,88,not give her Whereupon Aulvir,many love-songs and thought so
many,2,89,give her Whereupon Aulvir composed,love-songs and thought so much
love-songs,2,90,her Whereupon Aulvir composed many,and thought so much of
and,2,91,Whereupon Aulvir composed many love-songs,thought so much of Solveig
thought,2,92,Aulvir composed many love-songs and,so much of Solveig that
so,2,93,composed many love-songs and thought,much of Solveig that he
much,2,94,many love-songs and thought so,of Solveig that he left
of,2,95,love-songs and thought so much,Solveig that he left freebooting
Solveig,2,96,and thought so much of,that he left freebooting but
that,2,97,thought so much of Solveig,he left freebooting but Thorolf
he,2,98,so much of Solveig that,left freebooting but Thorolf and
left,2,99,much of Solveig that he,freebooting but Thorolf and Eyvind
freebooting,2,100,of Solveig that he left,but Thorolf and Eyvind Lambi
but,2,101,Solveig that he left freebooting,Thorolf and Eyvind Lambi kept
Thorolf,2,102,that he left freebooting but,and Eyvind Lambi kept it
and,2,103,he left freebooting but Thorolf,Eyvind Lambi kept it on
Eyvind,2,104,left freebooting but Thorolf and,Lambi kept it on 
Lambi,2,105,freebooting but Thorolf and Eyvind,kept it on 
kept,2,106,but Thorolf and Eyvind Lambi,it on 
it,2,107,Thorolf and Eyvind Lambi kept,on 
on,2,108,and Eyvind Lambi kept it,
